input,output,original_input,original_output,category_name,operations,spaced
s p o r t,d,sport,d,translate_eng_sp_first,translate_eng_sp+first_letter,True
b a l l,p,ball,p,translate_eng_sp_first,translate_eng_sp+first_letter,True
h a n d,m,hand,m,translate_eng_sp_first,translate_eng_sp+first_letter,True
f o o t,p,foot,p,translate_eng_sp_first,translate_eng_sp+first_letter,True
h e a d,c,head,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
e y e,o,eye,o,translate_eng_sp_first,translate_eng_sp+first_letter,True
e a r,o,ear,o,translate_eng_sp_first,translate_eng_sp+first_letter,True
n o s e,n,nose,n,translate_eng_sp_first,translate_eng_sp+first_letter,True
m o u t h,b,mouth,b,translate_eng_sp_first,translate_eng_sp+first_letter,True
h e a r t,c,heart,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
b r a i n,c,brain,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
b o d y,c,body,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
r e d,r,red,r,translate_eng_sp_first,translate_eng_sp+first_letter,True
b l u e,a,blue,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
g r e e n,v,green,v,translate_eng_sp_first,translate_eng_sp+first_letter,True
y e l l o w,a,yellow,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
b l a c k,n,black,n,translate_eng_sp_first,translate_eng_sp+first_letter,True
w h i t e,b,white,b,translate_eng_sp_first,translate_eng_sp+first_letter,True
p u r p l e,m,purple,m,translate_eng_sp_first,translate_eng_sp+first_letter,True
p i n k,r,pink,r,translate_eng_sp_first,translate_eng_sp+first_letter,True
g r a y,g,gray,g,translate_eng_sp_first,translate_eng_sp+first_letter,True
b r o w n,m,brown,m,translate_eng_sp_first,translate_eng_sp+first_letter,True
b i g,g,big,g,translate_eng_sp_first,translate_eng_sp+first_letter,True
s m a l l,p,small,p,translate_eng_sp_first,translate_eng_sp+first_letter,True
h o t,c,hot,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
c o l d,f,cold,f,translate_eng_sp_first,translate_eng_sp+first_letter,True
n e w,n,new,n,translate_eng_sp_first,translate_eng_sp+first_letter,True
o l d,v,old,v,translate_eng_sp_first,translate_eng_sp+first_letter,True
g o o d,b,good,b,translate_eng_sp_first,translate_eng_sp+first_letter,True
b a d,m,bad,m,translate_eng_sp_first,translate_eng_sp+first_letter,True
h a p p y,f,happy,f,translate_eng_sp_first,translate_eng_sp+first_letter,True
s a d,t,sad,t,translate_eng_sp_first,translate_eng_sp+first_letter,True
f a s t,r,fast,r,translate_eng_sp_first,translate_eng_sp+first_letter,True
s l o w,l,slow,l,translate_eng_sp_first,translate_eng_sp+first_letter,True
s t r o n g,f,strong,f,translate_eng_sp_first,translate_eng_sp+first_letter,True
w e a k,d,weak,d,translate_eng_sp_first,translate_eng_sp+first_letter,True
b e a u t i f u l,h,beautiful,h,translate_eng_sp_first,translate_eng_sp+first_letter,True
u g l y,f,ugly,f,translate_eng_sp_first,translate_eng_sp+first_letter,True
y o u n g,j,young,j,translate_eng_sp_first,translate_eng_sp+first_letter,True
r i c h,r,rich,r,translate_eng_sp_first,translate_eng_sp+first_letter,True
p o o r,p,poor,p,translate_eng_sp_first,translate_eng_sp+first_letter,True
c l e a n,l,clean,l,translate_eng_sp_first,translate_eng_sp+first_letter,True
d i r t y,s,dirty,s,translate_eng_sp_first,translate_eng_sp+first_letter,True
e a s y,f,easy,f,translate_eng_sp_first,translate_eng_sp+first_letter,True
d i f f i c u l t,d,difficult,d,translate_eng_sp_first,translate_eng_sp+first_letter,True
l o n g,l,long,l,translate_eng_sp_first,translate_eng_sp+first_letter,True
s h o r t,c,short,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
h i g h,a,high,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
l o w,b,low,b,translate_eng_sp_first,translate_eng_sp+first_letter,True
w i d e,a,wide,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
n a r r o w,e,narrow,e,translate_eng_sp_first,translate_eng_sp+first_letter,True
h e a v y,p,heavy,p,translate_eng_sp_first,translate_eng_sp+first_letter,True
l i g h t,l,light,l,translate_eng_sp_first,translate_eng_sp+first_letter,True
f u l l,l,full,l,translate_eng_sp_first,translate_eng_sp+first_letter,True
e m p t y,v,empty,v,translate_eng_sp_first,translate_eng_sp+first_letter,True
r i g h t,d,right,d,translate_eng_sp_first,translate_eng_sp+first_letter,True
l e f t,i,left,i,translate_eng_sp_first,translate_eng_sp+first_letter,True
u p,a,up,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
d o w n,a,down,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
i n s i d e,d,inside,d,translate_eng_sp_first,translate_eng_sp+first_letter,True
o u t s i d e,f,outside,f,translate_eng_sp_first,translate_eng_sp+first_letter,True
f r o n t,f,front,f,translate_eng_sp_first,translate_eng_sp+first_letter,True
b a c k,a,back,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
n e a r,c,near,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
f a r,l,far,l,translate_eng_sp_first,translate_eng_sp+first_letter,True
f i r s t,p,first,p,translate_eng_sp_first,translate_eng_sp+first_letter,True
l a s t,ú,last,ú,translate_eng_sp_first,translate_eng_sp+first_letter,True
o p e n,a,open,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
c l o s e d,c,closed,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
o n e,u,one,u,translate_eng_sp_first,translate_eng_sp+first_letter,True
t w o,d,two,d,translate_eng_sp_first,translate_eng_sp+first_letter,True
t h r e e,t,three,t,translate_eng_sp_first,translate_eng_sp+first_letter,True
f o u r,c,four,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
f i v e,c,five,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
s i x,s,six,s,translate_eng_sp_first,translate_eng_sp+first_letter,True
s e v e n,s,seven,s,translate_eng_sp_first,translate_eng_sp+first_letter,True
e i g h t,o,eight,o,translate_eng_sp_first,translate_eng_sp+first_letter,True
n i n e,n,nine,n,translate_eng_sp_first,translate_eng_sp+first_letter,True
t e n,d,ten,d,translate_eng_sp_first,translate_eng_sp+first_letter,True
h u n d r e d,c,hundred,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
t h o u s a n d,m,thousand,m,translate_eng_sp_first,translate_eng_sp+first_letter,True
b r o t h e r,h,brother,h,translate_eng_sp_first,translate_eng_sp+first_letter,True
s i s t e r,h,sister,h,translate_eng_sp_first,translate_eng_sp+first_letter,True
f a t h e r,p,father,p,translate_eng_sp_first,translate_eng_sp+first_letter,True
m o t h e r,m,mother,m,translate_eng_sp_first,translate_eng_sp+first_letter,True
s o n,h,son,h,translate_eng_sp_first,translate_eng_sp+first_letter,True
d a u g h t e r,h,daughter,h,translate_eng_sp_first,translate_eng_sp+first_letter,True
h u s b a n d,e,husband,e,translate_eng_sp_first,translate_eng_sp+first_letter,True
w i f e,e,wife,e,translate_eng_sp_first,translate_eng_sp+first_letter,True
g r a n d f a t h e r,a,grandfather,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
g r a n d m o t h e r,a,grandmother,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
u n c l e,t,uncle,t,translate_eng_sp_first,translate_eng_sp+first_letter,True
a u n t,t,aunt,t,translate_eng_sp_first,translate_eng_sp+first_letter,True
c o u s i n,p,cousin,p,translate_eng_sp_first,translate_eng_sp+first_letter,True
k i n g,r,king,r,translate_eng_sp_first,translate_eng_sp+first_letter,True
q u e e n,r,queen,r,translate_eng_sp_first,translate_eng_sp+first_letter,True
p r i n c e,p,prince,p,translate_eng_sp_first,translate_eng_sp+first_letter,True
p r i n c e s s,p,princess,p,translate_eng_sp_first,translate_eng_sp+first_letter,True
m a n,h,man,h,translate_eng_sp_first,translate_eng_sp+first_letter,True
w o m a n,m,woman,m,translate_eng_sp_first,translate_eng_sp+first_letter,True
g i r l,n,girl,n,translate_eng_sp_first,translate_eng_sp+first_letter,True
b a b y,b,baby,b,translate_eng_sp_first,translate_eng_sp+first_letter,True
d o c t o r,m,doctor,m,translate_eng_sp_first,translate_eng_sp+first_letter,True
n u r s e,e,nurse,e,translate_eng_sp_first,translate_eng_sp+first_letter,True
l a w y e r,a,lawyer,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
p o l i c e,p,police,p,translate_eng_sp_first,translate_eng_sp+first_letter,True
s o l d i e r,s,soldier,s,translate_eng_sp_first,translate_eng_sp+first_letter,True
f a r m e r,g,farmer,g,translate_eng_sp_first,translate_eng_sp+first_letter,True
w o r k e r,t,worker,t,translate_eng_sp_first,translate_eng_sp+first_letter,True
a r t i s t,a,artist,a,translate_eng_sp_first,translate_eng_sp+first_letter,True
m u s i c i a n,m,musician,m,translate_eng_sp_first,translate_eng_sp+first_letter,True
s i n g e r,c,singer,c,translate_eng_sp_first,translate_eng_sp+first_letter,True
h e l l o,a,hello,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
g o o d b y e,s,goodbye,s,translate_eng_sp_last,translate_eng_sp+last_letter,True
t h a n k   y o u,s,thank you,s,translate_eng_sp_last,translate_eng_sp+last_letter,True
p l e a s e,r,please,r,translate_eng_sp_last,translate_eng_sp+last_letter,True
y e s,í,yes,í,translate_eng_sp_last,translate_eng_sp+last_letter,True
w a t e r,a,water,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
h o u s e,a,house,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
c a t,o,cat,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
d o g,o,dog,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
g o o d   m o r n i n g,s,good morning,s,translate_eng_sp_last,translate_eng_sp+last_letter,True
g o o d   e v e n i n g,s,good evening,s,translate_eng_sp_last,translate_eng_sp+last_letter,True
g o o d   n i g h t,s,good night,s,translate_eng_sp_last,translate_eng_sp+last_letter,True
h o w   a r e   y o u,s,how are you,s,translate_eng_sp_last,translate_eng_sp+last_letter,True
i   l o v e   y o u,o,i love you,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
f r i e n d,o,friend,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
f a m i l y,a,family,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
f o o d,a,food,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
b o o k,o,book,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
c a r,e,car,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
t r e e,l,tree,l,translate_eng_sp_last,translate_eng_sp+last_letter,True
f l o w e r,r,flower,r,translate_eng_sp_last,translate_eng_sp+last_letter,True
s u n,l,sun,l,translate_eng_sp_last,translate_eng_sp+last_letter,True
m o o n,a,moon,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
s t a r,a,star,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
b r e a d,n,bread,n,translate_eng_sp_last,translate_eng_sp+last_letter,True
c h e e s e,o,cheese,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
w i n e,o,wine,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
t e a,é,tea,é,translate_eng_sp_last,translate_eng_sp+last_letter,True
m i l k,e,milk,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
s u g a r,r,sugar,r,translate_eng_sp_last,translate_eng_sp+last_letter,True
s a l t,l,salt,l,translate_eng_sp_last,translate_eng_sp+last_letter,True
p e p p e r,a,pepper,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
t a b l e,a,table,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
c h a i r,a,chair,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
d o o r,a,door,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
w i n d o w,a,window,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
s t r e e t,e,street,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
c i t y,d,city,d,translate_eng_sp_last,translate_eng_sp+last_letter,True
c o u n t r y,s,country,s,translate_eng_sp_last,translate_eng_sp+last_letter,True
w o r l d,o,world,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
t i m e,o,time,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
d a y,a,day,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
n i g h t,e,night,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
w e e k,a,week,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
m o n t h,s,month,s,translate_eng_sp_last,translate_eng_sp+last_letter,True
y e a r,o,year,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
t o d a y,y,today,y,translate_eng_sp_last,translate_eng_sp+last_letter,True
t o m o r r o w,a,tomorrow,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
y e s t e r d a y,r,yesterday,r,translate_eng_sp_last,translate_eng_sp+last_letter,True
c h i l d,o,child,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
s c h o o l,a,school,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
s t u d e n t,e,student,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
t e a c h e r,r,teacher,r,translate_eng_sp_last,translate_eng_sp+last_letter,True
a p p l e,a,apple,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
o r a n g e,a,orange,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
f i s h,z,fish,z,translate_eng_sp_last,translate_eng_sp+last_letter,True
b i r d,o,bird,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
h o r s e,o,horse,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
l e t t e r,a,letter,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
w o r d,a,word,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
s e n t e n c e,e,sentence,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
p a g e,a,page,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
m u s i c,a,music,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
s o n g,n,song,n,translate_eng_sp_last,translate_eng_sp+last_letter,True
d a n c e,e,dance,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
g a m e,o,game,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
s p o r t,e,sport,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
b a l l,a,ball,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
h a n d,o,hand,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
f o o t,e,foot,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
h e a d,a,head,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
e y e,o,eye,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
e a r,a,ear,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
n o s e,z,nose,z,translate_eng_sp_last,translate_eng_sp+last_letter,True
m o u t h,a,mouth,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
h e a r t,n,heart,n,translate_eng_sp_last,translate_eng_sp+last_letter,True
b r a i n,o,brain,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
b o d y,o,body,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
r e d,o,red,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
b l u e,l,blue,l,translate_eng_sp_last,translate_eng_sp+last_letter,True
g r e e n,e,green,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
y e l l o w,o,yellow,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
b l a c k,o,black,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
w h i t e,o,white,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
p u r p l e,o,purple,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
p i n k,a,pink,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
g r a y,s,gray,s,translate_eng_sp_last,translate_eng_sp+last_letter,True
b r o w n,n,brown,n,translate_eng_sp_last,translate_eng_sp+last_letter,True
b i g,e,big,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
s m a l l,o,small,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
h o t,e,hot,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
c o l d,o,cold,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
n e w,o,new,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
o l d,o,old,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
g o o d,o,good,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
b a d,o,bad,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
h a p p y,z,happy,z,translate_eng_sp_last,translate_eng_sp+last_letter,True
s a d,e,sad,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
f a s t,o,fast,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
s l o w,o,slow,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
s t r o n g,e,strong,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
w e a k,l,weak,l,translate_eng_sp_last,translate_eng_sp+last_letter,True
b e a u t i f u l,o,beautiful,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
u g l y,o,ugly,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
y o u n g,n,young,n,translate_eng_sp_last,translate_eng_sp+last_letter,True
r i c h,o,rich,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
p o o r,e,poor,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
c l e a n,o,clean,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
d i r t y,o,dirty,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
e a s y,l,easy,l,translate_eng_sp_last,translate_eng_sp+last_letter,True
d i f f i c u l t,l,difficult,l,translate_eng_sp_last,translate_eng_sp+last_letter,True
l o n g,o,long,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
s h o r t,o,short,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
h i g h,o,high,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
l o w,o,low,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
w i d e,o,wide,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
n a r r o w,o,narrow,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
h e a v y,o,heavy,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
l i g h t,o,light,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
f u l l,o,full,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
e m p t y,o,empty,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
r i g h t,o,right,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
l e f t,o,left,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
u p,a,up,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
d o w n,o,down,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
i n s i d e,o,inside,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
o u t s i d e,a,outside,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
f r o n t,e,front,e,translate_eng_sp_last,translate_eng_sp+last_letter,True
b a c k,s,back,s,translate_eng_sp_last,translate_eng_sp+last_letter,True
n e a r,a,near,a,translate_eng_sp_last,translate_eng_sp+last_letter,True
f a r,s,far,s,translate_eng_sp_last,translate_eng_sp+last_letter,True
f i r s t,o,first,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
l a s t,o,last,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
o p e n,o,open,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
c l o s e d,o,closed,o,translate_eng_sp_last,translate_eng_sp+last_letter,True
