input,output,category_name,operations
clean,c,reverse_last,reverse+last_letter
clerk,c,reverse_last,reverse+last_letter
cliff,c,reverse_last,reverse+last_letter
climb,c,reverse_last,reverse+last_letter
close,c,reverse_last,reverse+last_letter
closed,c,reverse_last,reverse+last_letter
coche,c,reverse_last,reverse+last_letter
coffee,c,reverse_last,reverse+last_letter
cold,c,reverse_last,reverse+last_letter
come,c,reverse_last,reverse+last_letter
comida,c,reverse_last,reverse+last_letter
communicate,c,reverse_last,reverse+last_letter
compete,c,reverse_last,reverse+last_letter
complete,c,reverse_last,reverse+last_letter
computer,c,reverse_last,reverse+last_letter
concentrate,c,reverse_last,reverse+last_letter
contemplate,c,reverse_last,reverse+last_letter
continue,c,reverse_last,reverse+last_letter
cook,c,reverse_last,reverse+last_letter
cooperate,c,reverse_last,reverse+last_letter
coordinate,c,reverse_last,reverse+last_letter
corazón,c,reverse_last,reverse+last_letter
corps,c,reverse_last,reverse+last_letter
corto,c,reverse_last,reverse+last_letter
country,c,reverse_last,reverse+last_letter
court,c,reverse_last,reverse+last_letter
cousin,c,reverse_last,reverse+last_letter
create,c,reverse_last,reverse+last_letter
crisis,c,reverse_last,reverse+last_letter
criterion,c,reverse_last,reverse+last_letter
criticize,c,reverse_last,reverse+last_letter
cry,c,reverse_last,reverse+last_letter
cuatro,c,reverse_last,reverse+last_letter
cuerpo,c,reverse_last,reverse+last_letter
cultivate,c,reverse_last,reverse+last_letter
cup,c,reverse_last,reverse+last_letter
curriculum,c,reverse_last,reverse+last_letter
cœur,c,reverse_last,reverse+last_letter
dance,d,reverse_last,reverse+last_letter
dancer,d,reverse_last,reverse+last_letter
danse,d,reverse_last,reverse+last_letter
datum,d,reverse_last,reverse+last_letter
daughter,d,reverse_last,reverse+last_letter
day,d,reverse_last,reverse+last_letter
decide,d,reverse_last,reverse+last_letter
decorate,d,reverse_last,reverse+last_letter
dedans,d,reverse_last,reverse+last_letter
dedicate,d,reverse_last,reverse+last_letter
deer,d,reverse_last,reverse+last_letter
defeat,d,reverse_last,reverse+last_letter
dehors,d,reverse_last,reverse+last_letter
delete,d,reverse_last,reverse+last_letter
demain,d,reverse_last,reverse+last_letter
demonstrate,d,reverse_last,reverse+last_letter
dentro,d,reverse_last,reverse+last_letter
deporte,d,reverse_last,reverse+last_letter
derecho,d,reverse_last,reverse+last_letter
dernier,d,reverse_last,reverse+last_letter
derrière,d,reverse_last,reverse+last_letter
designate,d,reverse_last,reverse+last_letter
determine,d,reverse_last,reverse+last_letter
deux,d,reverse_last,reverse+last_letter
devant,d,reverse_last,reverse+last_letter
deviate,d,reverse_last,reverse+last_letter
diez,d,reverse_last,reverse+last_letter
difficile,d,reverse_last,reverse+last_letter
difficult,d,reverse_last,reverse+last_letter
difícil,d,reverse_last,reverse+last_letter
director,d,reverse_last,reverse+last_letter
dirty,d,reverse_last,reverse+last_letter
dish,d,reverse_last,reverse+last_letter
dix,d,reverse_last,reverse+last_letter
doctor,d,reverse_last,reverse+last_letter
dog,d,reverse_last,reverse+last_letter
dominate,d,reverse_last,reverse+last_letter
door,d,reverse_last,reverse+last_letter
dos,d,reverse_last,reverse+last_letter
down,d,reverse_last,reverse+last_letter
draw,d,reverse_last,reverse+last_letter
drink,d,reverse_last,reverse+last_letter
drive,d,reverse_last,reverse+last_letter
driver,d,reverse_last,reverse+last_letter
droit,d,reverse_last,reverse+last_letter
duchess,d,reverse_last,reverse+last_letter
duke,d,reverse_last,reverse+last_letter
dwarf,d,reverse_last,reverse+last_letter
débil,d,reverse_last,reverse+last_letter
día,d,reverse_last,reverse+last_letter
ear,e,reverse_last,reverse+last_letter
easy,e,reverse_last,reverse+last_letter
eat,e,reverse_last,reverse+last_letter
eau,e,reverse_last,reverse+last_letter
echo,e,reverse_last,reverse+last_letter
educate,e,reverse_last,reverse+last_letter
eight,e,reverse_last,reverse+last_letter
elf,e,reverse_last,reverse+last_letter
eliminate,e,reverse_last,reverse+last_letter
emperor,e,reverse_last,reverse+last_letter
empress,e,reverse_last,reverse+last_letter
empty,e,reverse_last,reverse+last_letter
end,e,reverse_last,reverse+last_letter
enfant,e,reverse_last,reverse+last_letter
enfermera,e,reverse_last,reverse+last_letter
engineer,e,reverse_last,reverse+last_letter
escalate,e,reverse_last,reverse+last_letter
escuela,e,reverse_last,reverse+last_letter
esposa,e,reverse_last,reverse+last_letter
esposo,e,reverse_last,reverse+last_letter
estrecho,e,reverse_last,reverse+last_letter
estrella,e,reverse_last,reverse+last_letter
estudiante,e,reverse_last,reverse+last_letter
evaluate,e,reverse_last,reverse+last_letter
evaporate,e,reverse_last,reverse+last_letter
exaggerate,e,reverse_last,reverse+last_letter
examine,e,reverse_last,reverse+last_letter
excite,e,reverse_last,reverse+last_letter
exercise,e,reverse_last,reverse+last_letter
explore,e,reverse_last,reverse+last_letter
eye,e,reverse_last,reverse+last_letter
facile,f,reverse_last,reverse+last_letter
faible,f,reverse_last,reverse+last_letter
familia,f,reverse_last,reverse+last_letter
famille,f,reverse_last,reverse+last_letter
family,f,reverse_last,reverse+last_letter
far,f,reverse_last,reverse+last_letter
farmer,f,reverse_last,reverse+last_letter
fascinate,f,reverse_last,reverse+last_letter
fast,f,reverse_last,reverse+last_letter
father,f,reverse_last,reverse+last_letter
feel,f,reverse_last,reverse+last_letter
feliz,f,reverse_last,reverse+last_letter
femme,f,reverse_last,reverse+last_letter
fenêtre,f,reverse_last,reverse+last_letter
feo,f,reverse_last,reverse+last_letter
fermier,f,reverse_last,reverse+last_letter
fermé,f,reverse_last,reverse+last_letter
fille,f,reverse_last,reverse+last_letter
fils,f,reverse_last,reverse+last_letter
finger,f,reverse_last,reverse+last_letter
finish,f,reverse_last,reverse+last_letter
first,f,reverse_last,reverse+last_letter
fish,f,reverse_last,reverse+last_letter
five,f,reverse_last,reverse+last_letter
fleur,f,reverse_last,reverse+last_letter
flor,f,reverse_last,reverse+last_letter
flower,f,reverse_last,reverse+last_letter
fly,f,reverse_last,reverse+last_letter
food,f,reverse_last,reverse+last_letter
foot,f,reverse_last,reverse+last_letter
fork,f,reverse_last,reverse+last_letter
fort,f,reverse_last,reverse+last_letter
four,f,reverse_last,reverse+last_letter
fox,f,reverse_last,reverse+last_letter
frase,f,reverse_last,reverse+last_letter
frente,f,reverse_last,reverse+last_letter
friend,f,reverse_last,reverse+last_letter
froid,f,reverse_last,reverse+last_letter
fromage,f,reverse_last,reverse+last_letter
front,f,reverse_last,reverse+last_letter
frère,f,reverse_last,reverse+last_letter
frío,f,reverse_last,reverse+last_letter
fuera,f,reverse_last,reverse+last_letter
fuerte,f,reverse_last,reverse+last_letter
full,f,reverse_last,reverse+last_letter
fácil,f,reverse_last,reverse+last_letter
game,g,reverse_last,reverse+last_letter
garçon,g,reverse_last,reverse+last_letter
gato,g,reverse_last,reverse+last_letter
gauche,g,reverse_last,reverse+last_letter
generate,g,reverse_last,reverse+last_letter
girl,g,reverse_last,reverse+last_letter
give,g,reverse_last,reverse+last_letter
glass,g,reverse_last,reverse+last_letter
good,g,reverse_last,reverse+last_letter
goodbye,g,reverse_last,reverse+last_letter
goose,g,reverse_last,reverse+last_letter
gracias,g,reverse_last,reverse+last_letter
grand,g,reverse_last,reverse+last_letter
grande,g,reverse_last,reverse+last_letter
grandfather,g,reverse_last,reverse+last_letter
grandmother,g,reverse_last,reverse+last_letter
granjero,g,reverse_last,reverse+last_letter
gray,g,reverse_last,reverse+last_letter
green,g,reverse_last,reverse+last_letter
greet,g,reverse_last,reverse+last_letter
grief,g,reverse_last,reverse+last_letter
gris,g,reverse_last,reverse+last_letter
gulf,g,reverse_last,reverse+last_letter
guy,g,reverse_last,reverse+last_letter
half,h,reverse_last,reverse+last_letter
hand,h,reverse_last,reverse+last_letter
happy,h,reverse_last,reverse+last_letter
hate,h,reverse_last,reverse+last_letter
haut,h,reverse_last,reverse+last_letter
head,h,reverse_last,reverse+last_letter
hear,h,reverse_last,reverse+last_letter
heart,h,reverse_last,reverse+last_letter
heavy,h,reverse_last,reverse+last_letter
hello,h,reverse_last,reverse+last_letter
help,h,reverse_last,reverse+last_letter
hermana,h,reverse_last,reverse+last_letter
hermano,h,reverse_last,reverse+last_letter
hermoso,h,reverse_last,reverse+last_letter
hero,h,reverse_last,reverse+last_letter
heroine,h,reverse_last,reverse+last_letter
hesitate,h,reverse_last,reverse+last_letter
heureux,h,reverse_last,reverse+last_letter
hibernate,h,reverse_last,reverse+last_letter
hier,h,reverse_last,reverse+last_letter
high,h,reverse_last,reverse+last_letter
hija,h,reverse_last,reverse+last_letter
hijo,h,reverse_last,reverse+last_letter
hike,h,reverse_last,reverse+last_letter
hola,h,reverse_last,reverse+last_letter
hold,h,reverse_last,reverse+last_letter
hombre,h,reverse_last,reverse+last_letter
homme,h,reverse_last,reverse+last_letter
hoof,h,reverse_last,reverse+last_letter
hope,h,reverse_last,reverse+last_letter
horse,h,reverse_last,reverse+last_letter
hot,h,reverse_last,reverse+last_letter
house,h,reverse_last,reverse+last_letter
hoy,h,reverse_last,reverse+last_letter
huit,h,reverse_last,reverse+last_letter
hundred,h,reverse_last,reverse+last_letter
hunt,h,reverse_last,reverse+last_letter
husband,h,reverse_last,reverse+last_letter
illustrate,i,reverse_last,reverse+last_letter
imagine,i,reverse_last,reverse+last_letter
imitate,i,reverse_last,reverse+last_letter
improve,i,reverse_last,reverse+last_letter
incorporate,i,reverse_last,reverse+last_letter
infirmière,i,reverse_last,reverse+last_letter
initiate,i,reverse_last,reverse+last_letter
innovate,i,reverse_last,reverse+last_letter
inside,i,reverse_last,reverse+last_letter
integrate,i,reverse_last,reverse+last_letter
investigate,i,reverse_last,reverse+last_letter
invite,i,reverse_last,reverse+last_letter
irritate,i,reverse_last,reverse+last_letter
issue,i,reverse_last,reverse+last_letter
izquierdo,i,reverse_last,reverse+last_letter
jaune,j,reverse_last,reverse+last_letter
jeu,j,reverse_last,reverse+last_letter
jeune,j,reverse_last,reverse+last_letter
jour,j,reverse_last,reverse+last_letter
joven,j,reverse_last,reverse+last_letter
juego,j,reverse_last,reverse+last_letter
jump,j,reverse_last,reverse+last_letter
key,k,reverse_last,reverse+last_letter
kidney,k,reverse_last,reverse+last_letter
king,k,reverse_last,reverse+last_letter
kiss,k,reverse_last,reverse+last_letter
kneel,k,reverse_last,reverse+last_letter
knife,k,reverse_last,reverse+last_letter
knight,k,reverse_last,reverse+last_letter
lady,l,reverse_last,reverse+last_letter
laid,l,reverse_last,reverse+last_letter
lait,l,reverse_last,reverse+last_letter
large,l,reverse_last,reverse+last_letter
largo,l,reverse_last,reverse+last_letter
last,l,reverse_last,reverse+last_letter
laugh,l,reverse_last,reverse+last_letter
lawyer,l,reverse_last,reverse+last_letter
leaf,l,reverse_last,reverse+last_letter
learn,l,reverse_last,reverse+last_letter
leave,l,reverse_last,reverse+last_letter
leche,l,reverse_last,reverse+last_letter
left,l,reverse_last,reverse+last_letter
leg,l,reverse_last,reverse+last_letter
lejos,l,reverse_last,reverse+last_letter
lent,l,reverse_last,reverse+last_letter
lento,l,reverse_last,reverse+last_letter
letter,l,reverse_last,reverse+last_letter
lettre,l,reverse_last,reverse+last_letter
library,l,reverse_last,reverse+last_letter
libro,l,reverse_last,reverse+last_letter
lie,l,reverse_last,reverse+last_letter
life,l,reverse_last,reverse+last_letter
ligero,l,reverse_last,reverse+last_letter
light,l,reverse_last,reverse+last_letter
limpio,l,reverse_last,reverse+last_letter
listen,l,reverse_last,reverse+last_letter
live,l,reverse_last,reverse+last_letter
liver,l,reverse_last,reverse+last_letter
livre,l,reverse_last,reverse+last_letter
lleno,l,reverse_last,reverse+last_letter
loaf,l,reverse_last,reverse+last_letter
loin,l,reverse_last,reverse+last_letter
long,l,reverse_last,reverse+last_letter
lord,l,reverse_last,reverse+last_letter
lourd,l,reverse_last,reverse+last_letter
love,l,reverse_last,reverse+last_letter
low,l,reverse_last,reverse+last_letter
luna,l,reverse_last,reverse+last_letter
lune,l,reverse_last,reverse+last_letter
lung,l,reverse_last,reverse+last_letter
léger,l,reverse_last,reverse+last_letter
madre,m,reverse_last,reverse+last_letter
main,m,reverse_last,reverse+last_letter
maison,m,reverse_last,reverse+last_letter
make,m,reverse_last,reverse+last_letter
malo,m,reverse_last,reverse+last_letter
man,m,reverse_last,reverse+last_letter
manage,m,reverse_last,reverse+last_letter
manager,m,reverse_last,reverse+last_letter
mano,m,reverse_last,reverse+last_letter
manzana,m,reverse_last,reverse+last_letter
mari,m,reverse_last,reverse+last_letter
marron,m,reverse_last,reverse+last_letter
marrón,m,reverse_last,reverse+last_letter
mauvais,m,reverse_last,reverse+last_letter
mañana,m,reverse_last,reverse+last_letter
meditate,m,reverse_last,reverse+last_letter
medium,m,reverse_last,reverse+last_letter
meet,m,reverse_last,reverse+last_letter
merci,m,reverse_last,reverse+last_letter
mes,m,reverse_last,reverse+last_letter
mesa,m,reverse_last,reverse+last_letter
mil,m,reverse_last,reverse+last_letter
milk,m,reverse_last,reverse+last_letter
mille,m,reverse_last,reverse+last_letter
mois,m,reverse_last,reverse+last_letter
monde,m,reverse_last,reverse+last_letter
month,m,reverse_last,reverse+last_letter
moon,m,reverse_last,reverse+last_letter
morado,m,reverse_last,reverse+last_letter
mosquito,m,reverse_last,reverse+last_letter
mot,m,reverse_last,reverse+last_letter
mother,m,reverse_last,reverse+last_letter
motivate,m,reverse_last,reverse+last_letter
mouse,m,reverse_last,reverse+last_letter
mouth,m,reverse_last,reverse+last_letter
move,m,reverse_last,reverse+last_letter
mujer,m,reverse_last,reverse+last_letter
mundo,m,reverse_last,reverse+last_letter
muscle,m,reverse_last,reverse+last_letter
music,m,reverse_last,reverse+last_letter
musician,m,reverse_last,reverse+last_letter
musicien,m,reverse_last,reverse+last_letter
musique,m,reverse_last,reverse+last_letter
mère,m,reverse_last,reverse+last_letter
médecin,m,reverse_last,reverse+last_letter
médico,m,reverse_last,reverse+last_letter
música,m,reverse_last,reverse+last_letter
músico,m,reverse_last,reverse+last_letter
naranja,n,reverse_last,reverse+last_letter
nariz,n,reverse_last,reverse+last_letter
narrow,n,reverse_last,reverse+last_letter
navigate,n,reverse_last,reverse+last_letter
near,n,reverse_last,reverse+last_letter
negotiate,n,reverse_last,reverse+last_letter
negro,n,reverse_last,reverse+last_letter
nerve,n,reverse_last,reverse+last_letter
neuf,n,reverse_last,reverse+last_letter
new,n,reverse_last,reverse+last_letter
nez,n,reverse_last,reverse+last_letter
night,n,reverse_last,reverse+last_letter
nine,n,reverse_last,reverse+last_letter
niña,n,reverse_last,reverse+last_letter
niño,n,reverse_last,reverse+last_letter
no,n,reverse_last,reverse+last_letter
noche,n,reverse_last,reverse+last_letter
noir,n,reverse_last,reverse+last_letter
non,n,reverse_last,reverse+last_letter
nose,n,reverse_last,reverse+last_letter
notice,n,reverse_last,reverse+last_letter
nourriture,n,reverse_last,reverse+last_letter
nouveau,n,reverse_last,reverse+last_letter
nueve,n,reverse_last,reverse+last_letter
nuevo,n,reverse_last,reverse+last_letter
nuit,n,reverse_last,reverse+last_letter
nurse,n,reverse_last,reverse+last_letter
oasis,o,reverse_last,reverse+last_letter
ocho,o,reverse_last,reverse+last_letter
officer,o,reverse_last,reverse+last_letter
oiseau,o,reverse_last,reverse+last_letter
ojo,o,reverse_last,reverse+last_letter
old,o,reverse_last,reverse+last_letter
oncle,o,reverse_last,reverse+last_letter
one,o,reverse_last,reverse+last_letter
open,o,reverse_last,reverse+last_letter
operate,o,reverse_last,reverse+last_letter
orange,o,reverse_last,reverse+last_letter
oreille,o,reverse_last,reverse+last_letter
oreja,o,reverse_last,reverse+last_letter
organize,o,reverse_last,reverse+last_letter
oui,o,reverse_last,reverse+last_letter
outside,o,reverse_last,reverse+last_letter
